,Titre,Description,URL,Vrai_ou_Faux,Date_Publication,Date_Maj,Auteurs,Site
64,Wikileaks : Donald Trump sur le point de « pardonner » Julian Assange ? Ce n’est pas prouvé,"Le pasteur Mark Burns, fidèle soutien du président américain, a lancé l'affirmation sur Twitter... avant de se rétracter",https://www.20minutes.fr/monde/2932639-20201215-wikileaks-donald-trump-point-pardonner-julian-assange-prouve,,le 15/12/20 à 19h06,le 15/12/20 à 19h06,Mathilde Cousin,20minutes
65,"Loi « sécurité globale » : Oui, BFMTV a bien dit qu’un manifestant ensanglanté était « maquillé », avant de reconnaître son erreur",Une affirmation de la chaîne lancée pendant la manifestation parisienne du 12 décembre lui vaut de vives critiques,https://www.20minutes.fr/societe/2931971-20201214-loi-securite-globale-oui-bfmtv-bien-dit-manifestant-ensanglante-maquille-avant-reconnaitre-erreur,vrai,le 14/12/20 à 16h48,le 14/12/20 à 16h48,Alexis Orsini,20minutes
66,"Noël : Une « honte » ! A Rome, la crèche installée sur la place Saint-Pierre ne laisse pas indifférents les internautes",L'orginalité de la structure et de ses santons cylindriques a provoqué la colère et l'incompréhension de certains croyants sur les réseaux sociaux,https://www.20minutes.fr/societe/2931899-20201214-noel-honte-rome-creche-installee-place-saint-pierre-laisse-indifferents-internautes,,le 14/12/20 à 16h16,le 14/12/20 à 16h17,Tom Hollmann,20minutes
67,"Coronavirus : La rumeur de l'ado brutalisé pour ne pas avoir porté de masque, c'est dans « Oh My fake »",Des images violentes ont circulé sur les réseaux,https://www.20minutes.fr/societe/2930567-20201212-coronavirus-rumeur-ado-brutalise-avoir-porte-masque-oh-my-fake,,le 12/12/20 à 12h27,le 12/12/20 à 12h27,Anne Kerloc'h,20minutes
68,Une automobiliste suspectée d’avoir tué un policier à Villeneuve d’Ascq remise en liberté,Un policier est mort début septembre après que son véhicule de patrouille a été percuté par une automobiliste sans permis. Un syndicat policier et plusieurs associations s’indignent de la remise en liberté de la mise en cause,https://www.20minutes.fr/lille/2929827-20201211-automobiliste-suspectee-avoir-tue-policier-villeneuve-ascq-remise-liberte,,le 11/12/20 à 21h09,le 13/12/20 à 15h18,Mikaël Libert,20minutes
69,"« Hold-Up » : Oui, le professeur Jean-Bernard Fourtillan a bien été hospitalisé en psychiatrie, mais après avoir été interpellé","De nombreuses publications virales sur les réseaux sociaux affirment que le professeur Jean-Bernard Fourtillan, interrogé dans le récent du documentaire « Hold-Up », a été « interné » contre son gré dans un hôpital psychiatrique du Gard. La réalité est plus complexe",https://www.20minutes.fr/societe/2930255-20201211-hold-up-oui-professeur-jean-bernard-fourtillan-bien-hospitalise-psychiatrie-apres-avoir-interpelle,vrai,le 11/12/20 à 20h14,le 13/12/20 à 15h27,Tom Hollmann et Clément Giuliano,20minutes
70,"Oui, cet extrait de « Martine » a bien été réécrit, mais pour un public plus jeune","Des internautes comparent une édition des aventures de l’héroïne jeunesse parue en 2016 à une version publiée en 1968. Les deux textes, pourtant, ne s’adressent pas à la même tranche d’âge",https://www.20minutes.fr/arts-stars/livres/2929887-20201211-oui-extrait-martine-bien-reecrit-public-plus-jeune,vrai,le 11/12/20 à 18h03,le 11/12/20 à 18h03,Mathilde Cousin,20minutes
71,"Coronavirus : Le maire de Londres, Sadiq Khan, a-t-il fait semblant de se faire vacciner contre la grippe ? Attention à l’intox !","Selon plusieurs publications virales en France et outre-Manche, Sadiq Khan ne se serait pas fait vacciner contre la grippe, fin septembre. C’est une fausse information",https://www.20minutes.fr/societe/2929979-20201211-coronavirus-maire-londres-sadiq-khan-fait-semblant-faire-vacciner-contre-grippe-attention-intox,Faux,le 11/12/20 à 14h21,le 11/12/20 à 14h21,Tom Hollmann,20minutes
72,Gérald Darmanin a-t-il menti à propos d’un policier décédé en Seine-et-Marne lors d’un entretien accordé à BFMTV ?,"Le ministre de l’Intérieur a affirmé mercredi soir qu’un policier de Seine-et-Marne était mort après avoir été percuté par un automobiliste qui avait pris la fuite. L'agent a toutefois été percuté par un véhicule de la brigade anti criminalité (BAC). Une « erreur », selon son entourage",https://www.20minutes.fr/societe/2929203-20201210-gerald-darmanin-menti-propos-policier-decede-seine-marne-lors-entretien-accorde-bfmtv,,le 10/12/20 à 19h42,le 10/12/20 à 19h42,Tom Hollmann,20minutes
73,"Coronavirus au Royaume-Uni : Margaret Keenan, la première Britannique vaccinée contre le Covid-19, visée par une intox","Margaret Keenan a reçu mardi le vaccin de Pfizer et BioNTech. Des internautes remettent en cause cette information, à l’aide d’une capture d’écran de CNN... qui ne prouve rien",https://www.20minutes.fr/high-tech/2928927-20201210-coronavirus-royaume-uni-margaret-keenan-premiere-britannique-vaccinee-contre-covid-19-visee-intox,,le 10/12/20 à 19h14,le 10/12/20 à 19h14,Mathilde Cousin,20minutes
74,Coronavirus : Des députés européens vont-ils être tirés au sort pour consulter les contrats négociés par l'UE sur les vaccins ?,"Selon Marine Le Pen, les députés européens qui pourront consulter les contrats passés entre la Commission européenne et les laboratoires pharmaceutiques vont être tirés au sort",https://www.20minutes.fr/societe/2929331-20201210-coronavirus-deputes-europeens-vont-etre-tires-sort-consulter-contrats-negocies-ue-vaccins,,le 10/12/20 à 18h50,le 11/12/20 à 11h55,Alexis Orsini,20minutes
75,"Coronavirus : Bientôt un vaccin contre le Covid-19, mais (toujours) rien contre le VIH ? Gare à la comparaison trompeuse","VIH, « 40 ans, 0 vaccin », Covid-19, « 10 mois, 9 vaccins », peut-on lire sur un visuel relayé sur les réseaux sociaux. Trois expertes expliquent à « 20 Minutes » pourquoi ces deux courses au vaccin sont très différentes",https://www.20minutes.fr/sante/2927407-20201210-coronavirus-bientot-vaccin-contre-covid-19-toujours-rien-contre-vih-gare-comparaison-trompeuse,Faux,le 10/12/20 à 08h35,le 10/12/20 à 15h38,Mathilde Cousin,20minutes
76,"Producteur tabassé à Paris : La « protection fonctionnelle » pour les policiers mis en examen, une stricte application du droit ?","Le préfet de police de Paris, Didier Lallement, a accordé un soutien financier aux policiers mis en examen dans l’affaire Zecler. Cette décision fait débat",https://www.20minutes.fr/societe/2928447-20201209-producteur-tabasse-paris-protection-fonctionnelle-policiers-mis-examen-stricte-application-droit,,le 09/12/20 à 20h28,le 10/12/20 à 18h07,Tom Hollmann,20minutes
77,"Le ministère de l'Intérieur a-t-il autorisé le fichage des opinions politiques, religieuses et syndicales ?","Internautes, défenseurs des libertés publiques et associations dénoncent le « fichage d’opinion » qui aurait été mis en place par le ministère de l’Intérieur",https://www.20minutes.fr/societe/2927411-20201209-ministere-interieur-autorise-fichage-opinions-politiques-religieuses-syndicales,,le 09/12/20 à 15h57,le 10/12/20 à 10h02,Alexis Orsini,20minutes
78,"Coronavirus : Non, la date d’un troisième confinement n’a pas été décidée par le gouvernement",Plusieurs publications virales sur les réseaux sociaux annoncent la mise en place un troisième confinement à partir du 4 janvier prochain. C’est faux,https://www.20minutes.fr/societe/2927331-20201208-coronavirus-non-date-troisieme-confinement-decidee-gouvernement,Faux,le 08/12/20 à 17h22,le 08/12/20 à 17h22,T.H.,20minutes
79,Attention à cette fausse citation d’Henry Kissinger sur la vaccination obligatoire et l’eugénisme,"Il n’existe pas de preuves que le diplomate américain a lancé qu'« une fois que le troupeau a accepté la vaccination obligatoire, la partie est gagnée »",https://www.20minutes.fr/monde/2924187-20201204-attention-fausse-citation-henry-kissinger-vaccination-obligatoire-eugenisme,Faux,le 04/12/20 à 18h26,le 08/12/20 à 14h49,M.Co.,20minutes
80,Des policiers ont-ils interpellé une femme à Toulouse pour l’obliger à témoigner ?,"La vidéo de l'interpellation d'une femme par des policiers, à Toulouse, suscite l'émoi sur les réseaux sociaux",https://www.20minutes.fr/societe/2924579-20201204-policiers-interpelle-femme-toulouse-obliger-temoigner,,le 04/12/20 à 18h10,le 05/12/20 à 16h07,Alexis Orsini,20minutes
81,Coronavirus : Une aiguille rétractable pour les politiques qui se feront vacciner à la télévision ?,"De nombreux internautes relaient une vidéo dans laquelle un homme présente une seringue à l’aiguille rétractable, prétendant que les responsables politiques ne se feront pas vraiment vacciner",https://www.20minutes.fr/societe/2924379-20201204-coronavirus-aiguille-retractable-politiques-feront-vacciner-television,,le 04/12/20 à 17h04,le 14/12/20 à 15h02,Tom Hollmann,20minutes
82,Des véhicules électriques de La Poste ont-ils fini à la casse prématurément ?,"Sur Facebook, plusieurs publications virales dénoncent la mise à la casse prématurée de 250 véhicules électriques de la Poste en 2015",https://www.20minutes.fr/societe/2918851-20201204-vehicules-electriques-poste-fini-casse-prematurement,,le 04/12/20 à 12h38,le 04/12/20 à 13h06,Alexis Orsini,20minutes
83,"Mort de Valéry Giscard d’Estaing : Non, l’ancien président n’a pas « confessé » que « sa plus grande erreur » a été le regroupement familial","En rendant hommage à l’ancien chef de l’Etat, Marine Le Pen a assuré qu’en 2018, VGE « confessa que sa plus grande erreur fut d’instaurer le regroupement familial »",https://www.20minutes.fr/politique/2923399-20201203-mort-valery-giscard-estaing-non-ancien-president-confesse-plus-grande-erreur-regroupement-familial,Faux,le 03/12/20 à 20h10,le 03/12/20 à 20h10,20 Minutes Fake Off,20minutes
84,Producteur tabassé à Paris : Une cagnotte a-t-elle été créée par un syndicat de police en soutien aux agents mis en examen ?,"Plusieurs publications virales sur les réseaux sociaux accusent le syndicat de police Alliance d’être à l’origine d’une cagnotte de soutien aux policiers mis en examen pour l’interpellation violente du producteur. L’organisation syndicale s’en défend, et la cagnotte a été suspendue par son hébergeur",https://www.20minutes.fr/societe/2922567-20201203-producteur-tabasse-paris-cagnotte-creee-syndicat-police-soutien-agents-mis-examen,,le 03/12/20 à 17h52,le 03/12/20 à 19h23,Tom Hollmann,20minutes
85,"Coronavirus : Comment fonctionne la vaccination par ARN messager, la technique retenue par Pfizer et Moderna",« 20 Minutes » a posé la question à deux scientifiques,https://www.20minutes.fr/sante/2921319-20201203-coronavirus-comment-fonctionne-vaccination-arn-messager-technique-retenue-pfizer-moderna,,le 03/12/20 à 14h28,le 03/12/20 à 16h35,Mathilde Cousin,20minutes
86,"Cororavirus : Un colloque scientifique sur le Covid-19 va-t-il vraiment rassembler Didier Raoult, Christian Perronne et Edgar Morin ?","Des internautes s’interrogent sur la réalité d’un colloque scientifique autour du Covid-19 prévu en janvier 2021, en Suisse, censé réunir Didier Raoult, Christian Perronne et d’autres célèbre scientifiques",https://www.20minutes.fr/societe/2922487-20201202-cororavirus-colloque-scientifique-covid-19-va-vraiment-rassembler-didier-raoult-christian-perronne-edgar-morin,,le 02/12/20 à 18h48,le 04/12/20 à 10h29,Alexis Orsini,20minutes
87,"Miss France 2021 : Non, les candidates ne prennent pas leurs repas au restaurant en plein confinement","Les candidates à l'élection de Miss France 2021 prennent-elles leurs repas dans un palace au mépris des consignes sanitaires, alors même que les restaurants sont toujours fermés pour lutter contre l'épidémie de coronavirus ? L’organisation du concours dément et précise que les miss, confinées ensemble, se restaurent dans un espace cantine créé pour l’occasion.",https://www.20minutes.fr/societe/2922263-20201202-miss-france-2021-non-candidates-prennent-repas-restaurant-plein-confinement,Faux,le 02/12/20 à 16h05,le 02/12/20 à 16h05,Tom Hollmann,20minutes
88,"Confinement : Oui, l’indemnisation des restaurateurs est bien plafonnée","L’extrait d’un débat sur CNews est présenté, sur les réseaux sociaux, comme la mise au jour d’un « mensonge » de Macron sur l’aide aux restaurateurs pendant le confinement",https://www.20minutes.fr/societe/2921543-20201202-confinement-oui-indemnisation-restaurateurs-bien-plafonnee,vrai,le 02/12/20 à 11h27,le 04/12/20 à 14h59,Alexis Orsini,20minutes
89,"Loi « sécurité globale » : Oui, des policiers en civil ont bien été filmés à la fin de la manifestation parisienne","Dans une vidéo virale, un internaute s'étonne de voir des policiers en civil franchir un barrage de forces de l'ordre à la fin de la manifestation parisienne contre la proposition de loi sur la « sécurité globale », samedi 28 novembre",https://www.20minutes.fr/societe/2920647-20201201-loi-securite-globale-oui-policiers-civil-bien-filmes-fin-manifestation-parisienne,vrai,le 01/12/20 à 16h26,le 01/12/20 à 16h38,Alexis Orsini,20minutes
90,Loi « sécurité globale » : Les menaces de mort à l’encontre des forces de l’ordre sur les réseaux sociaux sont-elles vraiment impunies ?,"Marine Le Pen a affirmé mercredi que la justice ne poursuivait « jamais » les auteurs de menaces de mort à l’encontre des policiers sur les réseaux sociaux. En réalité, 3.300 condamnations ont été prononcées par les juridictions de première instance en 2019",https://www.20minutes.fr/societe/2917795-20201201-loi-securite-globale-menaces-mort-encontre-forces-ordre-reseaux-sociaux-elles-vraiment-impunies,,le 01/12/20 à 11h05,le 01/12/20 à 16h28,Tom Hollmann,20minutes
91,Producteur tabassé à Paris : Attention à ces fausses affirmations sur l’interpellation de Michel Zecler,"Un texte attribué à un collègue des policiers impliqués dans le passage à tabac du producteur de musique, Michel Zecler, est devenu viral sur les groupes de soutien aux forces de l'ordre. Il contient plusieurs fausses informations",https://www.20minutes.fr/societe/2920507-20201130-producteur-tabasse-paris-attention-fausses-affirmations-interpellation-michel-zecler,Faux,le 30/11/20 à 19h40,le 01/12/20 à 09h25,Tom Hollmann,20minutes
